"id","race","gender","firstgen","total_sleep","university","cum_gpa","term_gpa","midpoint_sleep","naptime"
205,"Not Underrepresented","Male","Not First-Gen",475.2962963,"University of Washington SP 2018",3.7999995,3.766666,307.2222222,49.88888889
313,"Not Underrepresented","Male","Not First-Gen",383.9642857,"University of Washington SP 2019",2.92,3.52,323.3035714,17.39285714
320,"Not Underrepresented","Male","Not First-Gen",420.2962963,"University of Washington SP 2019",3.335,3.63,393.1296296,26.51851852
347,"Not Underrepresented","Male","Not First-Gen",418.5357143,"University of Washington SP 2019",3.816896552,3.67,327.3571429,35.64285714
353,"Not Underrepresented","Male","Not First-Gen",401.88,"University of Washington SP 2019",2.827857143,3,372.12,43.96
370,"Not Underrepresented","Male","Not First-Gen",366.3846154,"University of Washington SP 2019",3.315,3.9,380.6730769,71.07692308
372,"Not Underrepresented","Male","Not First-Gen",466.6363636,"University of Washington SP 2019",3.428333333,3.28,275.1363636,59.59090909
374,"Not Underrepresented","Male","Not First-Gen",533.2142857,"University of Washington SP 2019",3.938,3.8,291.4821429,10.39285714
376,"Not Underrepresented","Male","Not First-Gen",363.2857143,"University of Washington SP 2019",3.267272727,3.84,341.3928571,70.17857143
385,"Not Underrepresented","Male","Not First-Gen",497.8888889,"University of Washington SP 2019",3.33,3.59,434.037037,22.33333333
388,"Not Underrepresented","Male","Not First-Gen",402.3214286,"University of Washington SP 2019",3.75862069,3.43,356.2678571,44.14285714
390,"Not Underrepresented","Male","Not First-Gen",433.28,"University of Washington SP 2019",2.498235294,3.83,493,42.08
391,"Not Underrepresented","Male","Not First-Gen",401.037037,"University of Washington SP 2019",3.788181818,3.91,340.7407407,32.55555556
392,"Not Underrepresented","Male","Not First-Gen",359.3928571,"University of Washington SP 2019",3.720645161,3.77,395.4464286,57.32142857
403,"Not Underrepresented","Male","Not First-Gen",508.8846154,"University of Washington SP 2019",3.546363636,3.46,269.0576923,15.38461538
404,"Not Underrepresented","Male","Not First-Gen",336.3703704,"University of Washington SP 2019",2.538947368,1.96,434.6666667,110.5925926
411,"Underrepresented","Male","Not First-Gen",336.3928571,"University of Washington SP 2019",3.03,2,380.5535714,33.17857143
427,"Not Underrepresented","Male","Not First-Gen",194.7826087,"University of Washington SP 2019",2.947272727,1.07,330.0869565,292.3043478
432,"Not Underrepresented","Male","Not First-Gen",371.5714286,"University of Washington SP 2019",3.2525,3.93,442,25.42857143
442,"Not Underrepresented","Male","Not First-Gen",387.4642857,"University of Washington SP 2019",3.673448276,4,338.2321429,33.10714286
445,"Not Underrepresented","Male","Not First-Gen",397.25,"University of Washington SP 2019",3.348181818,3.71,360.3571429,68.46428571
456,"Not Underrepresented","Male","Not First-Gen",466.9642857,"University of Washington SP 2019",3.925454545,4,312.4821429,11.85714286
474,"Underrepresented","Male","Not First-Gen",350.8148148,"University of Washington SP 2019",3.092333333,2.26,494.2222222,117.037037
489,"Not Underrepresented","Male","Not First-Gen",466.2592593,"University of Washington SP 2019",3.46,3.37,327.0555556,19.92592593
491,"Underrepresented","Male","Not First-Gen",337.5,"University of Washington SP 2019",3.40875,3.11,447.96875,21.8125
502,"Underrepresented","Male","Not First-Gen",463.1,"University of Washington SP 2019",3.3,2.87,386.2,37.6
505,"Not Underrepresented","Male","Not First-Gen",461.0714286,"University of Washington SP 2019",4,4,296.625,20.03571429
512,"Not Underrepresented","Male","Not First-Gen",436.25,"University of Washington SP 2019",3.295882353,3.33,319.475,20.8
516,"Not Underrepresented","Male","Not First-Gen",451.0714286,"University of Washington SP 2019",3.625714286,3.54,306.2142857,29.75
524,"Not Underrepresented","Male","Not First-Gen",391.8928571,"University of Washington SP 2019",3.875555556,3.87,375.8035714,40.82142857
525,"Not Underrepresented","Male","Not First-Gen",335.2592593,"University of Washington SP 2019",1.587692308,0.35,528.3333333,83.40740741
542,"Underrepresented","Male","Not First-Gen",426.5,"University of Washington SP 2019",3.165,3.33,468.1785714,67.28571429
544,"Not Underrepresented","Male","Not First-Gen",452.56,"University of Washington SP 2019",3.223703704,3.5,400.36,93.44
546,"Not Underrepresented","Male","Not First-Gen",414.6153846,"University of Washington SP 2019",3.670689655,3.62,348.5576923,34.69230769
549,"Underrepresented","Male","Not First-Gen",403.4444444,"University of Washington SP 2019",3.324347826,3.46,337.4074074,63.96296296
550,"Not Underrepresented","Male","Not First-Gen",399.1071429,"University of Washington SP 2019",3.553214286,3.54,366.6785714,47.78571429
552,"Not Underrepresented","Male","Not First-Gen",429.2307692,"University of Washington SP 2019",3.713928571,3.19,405.0961538,45.57692308
561,"Not Underrepresented","Male","Not First-Gen",445.2692308,"University of Washington SP 2019",3.5353125,2.97,382.5576923,25.15384615
569,"Not Underrepresented","Male","Not First-Gen",388,"University of Washington SP 2019",3.1625,3.71,321.65,41.1
10237,"Not Underrepresented","Female","Not First-Gen",427.8571429,"Notre Dame University SP 2016",3.111,3.333166667,309.5535714,56.96428571
11002,"Not Underrepresented","Male","Not First-Gen",371.5517241,"Notre Dame University SP 2016",3.904857143,3.952428571,408.9655172,29.79310345
13486,"Not Underrepresented","Male","Not First-Gen",401.9666667,"Notre Dame University SP 2016",3.277666667,3.611166667,454.45,76
14279,"Not Underrepresented","Female","Not First-Gen",427.3333333,"Notre Dame University SP 2016",3.777833333,3.722166667,337.8666667,48.3
14571,"Underrepresented","Male","Not First-Gen",440.2142857,"Notre Dame University SP 2016",3.333428571,3.3335,383.4285714,30.75
14737,"Not Underrepresented","Male","Not First-Gen",306,"Notre Dame University SP 2016",3.666833333,3.777833333,460.1346154,49.30769231
15134,"Not Underrepresented","Female","Not First-Gen",350.95,"Notre Dame University SP 2016",3.6666,3.5555,362.025,54.35
17308,"Underrepresented","Female","Not First-Gen",412.5,"Notre Dame University SP 2016",3.761857143,3.714428571,353.05,21.63333333
17932,"Not Underrepresented","Male","Not First-Gen",415.36,"Notre Dame University SP 2016",3.833333333,3.833333333,417.06,36.12
19245,"Not Underrepresented","Male","Not First-Gen",279.1724138,"Notre Dame University SP 2016",3.777666667,3.9445,471.5517241,122.7931034
19735,"Underrepresented","Male","Not First-Gen",381.8333333,"Notre Dame University SP 2016",3.5555,3.7334,372.55,64.93333333
21090,"Not Underrepresented","Female","Not First-Gen",425.1034483,"Notre Dame University SP 2016",3.9445,3.9445,396.1724138,11.68965517
21887,"Not Underrepresented","Male","Not First-Gen",460.6896552,"Notre Dame University SP 2016",3.611166667,3.9445,448.137931,72.24137931
21932,"Not Underrepresented","Male","Not First-Gen",357.4333333,"Notre Dame University SP 2016",3.9445,4,394.45,127.9
22138,"Not Underrepresented","Male","Not First-Gen",427.8,"Notre Dame University SP 2016",3.666714286,3.91675,337.1,34.5
22408,"Not Underrepresented","Male","Not First-Gen",383.9230769,"Notre Dame University SP 2016",3.777833333,3.888833333,402.5576923,18.38461538
22688,"Not Underrepresented","Male","Not First-Gen",393.4666667,"Notre Dame University SP 2016",3.888833333,3.9445,346.2833333,68.43333333
22842,"Not Underrepresented","Male","Not First-Gen",405.3,"Notre Dame University SP 2016",3.3334,2.833333333,463.2,97.36666667
23270,"Not Underrepresented","Female","Not First-Gen",449.0344828,"Notre Dame University SP 2016",3.9445,3.904714286,305.3103448,18.65517241
23518,"Not Underrepresented","Female","Not First-Gen",372.12,"Notre Dame University SP 2016",3.1336,3.4445,457.86,40.12
24883,"Not Underrepresented","Male","Not First-Gen",399.6896552,"Notre Dame University SP 2016",4,3.889,404.8275862,38.65517241
25197,"Not Underrepresented","Male","Not First-Gen",377.9666667,"Notre Dame University SP 2016",3.9445,3.888833333,383.8,13.8
25548,"Not Underrepresented","Male","Not First-Gen",426.0344828,"Notre Dame University SP 2016",3.9445,3.889,351.137931,35.93103448
26272,"Not Underrepresented","Female","Not First-Gen",304,"Notre Dame University SP 2016",3.904857143,3.476142857,544.125,49.20833333
26320,"Not Underrepresented","Female","Not First-Gen",382.3666667,"Notre Dame University SP 2016",3.4445,3.777833333,405.1333333,50.7
26858,"Not Underrepresented","Female","Not First-Gen",397.7666667,"Notre Dame University SP 2016",3.5,3.666666667,318.2833333,25.6
27306,"Not Underrepresented","Female","Not First-Gen",374.1052632,"Notre Dame University SP 2016",3.0666,3.4668,394.1052632,44.78947368
28327,"Not Underrepresented","Female","Not First-Gen",332.6666667,"Notre Dame University SP 2016",3.833333333,3.666666667,465.1666667,39.83333333
28653,"Not Underrepresented","Male","Not First-Gen",413.6206897,"Notre Dame University SP 2016",3.888833333,3.722333333,341.3793103,54.44827586
29257,"Underrepresented","Male","Not First-Gen",369.9310345,"Notre Dame University SP 2016",3.619142857,3.809571429,402.6551724,18.55172414
29885,"Not Underrepresented","Male","Not First-Gen",393.4137931,"Notre Dame University SP 2016",3.111166667,3.500166667,361.3448276,29.86206897
30152,"Not Underrepresented","Female","Not First-Gen",324.0952381,"Notre Dame University SP 2016",3.389,3.7334,482.2619048,64.38095238
30453,"Underrepresented","Female","Not First-Gen",282.625,"Notre Dame University SP 2016",3.222,3.611,497.125,100.875
31294,"Not Underrepresented","Female","Not First-Gen",411.6428571,"Notre Dame University SP 2016",3.9445,3.888833333,349.6964286,7.178571429
33657,"Underrepresented","Female","Not First-Gen",353.1666667,"Notre Dame University SP 2016",3.4002,3.0555,352.95,82.13333333
33740,"Underrepresented","Female","Not First-Gen",419.5882353,"Notre Dame University SP 2016",3.428428571,3.5334,497.2647059,86.47058824
33785,"Not Underrepresented","Male","Not First-Gen",412.9310345,"Notre Dame University SP 2016",3.555666667,3.4445,335.9310345,54.17241379
34062,"Not Underrepresented","Female","Not First-Gen",375,"Notre Dame University SP 2016",3.5,3.555666667,340.16,79.08
34467,"Not Underrepresented","Female","Not First-Gen",410.7777778,"Notre Dame University SP 2016",4,3.952428571,281.6666667,37.77777778
35344,"Underrepresented","Female","Not First-Gen",404.3793103,"Notre Dame University SP 2016",4,3.833333333,340.5862069,33.55172414
35416,"Not Underrepresented","Male","Not First-Gen",371.1923077,"Notre Dame University SP 2016",3.722333333,3.166666667,437.4038462,37.84615385
35824,"Not Underrepresented","Male","Not First-Gen",395.9310345,"Notre Dame University SP 2016",3.388833333,3.5,424.7758621,92.68965517
36038,"Underrepresented","Male","Not First-Gen",368.9615385,"Notre Dame University SP 2016",3.4445,3.666714286,321.9807692,48.96153846
36117,"Not Underrepresented","Male","Not First-Gen",413.6551724,"Notre Dame University SP 2016",3.571428571,3.777833333,331.6206897,29.44827586
36501,"Not Underrepresented","Male","Not First-Gen",438.88,"Notre Dame University SP 2016",3.555666667,3.611333333,376.34,22.92
36552,"Not Underrepresented","Female","Not First-Gen",389.3666667,"Notre Dame University SP 2016",3.714428571,3.666666667,350.15,32.3
36574,"Not Underrepresented","Male","Not First-Gen",483.3333333,"Notre Dame University SP 2016",3.714285714,3.8668,400.3958333,26.29166667
36875,"Not Underrepresented","Female","Not First-Gen",407.1666667,"Notre Dame University SP 2016",3.4445,3.722333333,372.8541667,26.625
37404,"Not Underrepresented","Female","Not First-Gen",383.6818182,"Notre Dame University SP 2016",3.833333333,3.833333333,354.6590909,25.27272727
38293,"Not Underrepresented","Female","Not First-Gen",341.5172414,"Notre Dame University SP 2016",3.5555,2.9445,394.4310345,22.5862069
38610,"Not Underrepresented","Female","Not First-Gen",379.2666667,"Notre Dame University SP 2016",3.888833333,3.666666667,374.95,28.23333333
38815,"Not Underrepresented","Male","Not First-Gen",333.0740741,"Notre Dame University SP 2016",3.778,3.611166667,373.0740741,75.44444444
39146,"Not Underrepresented","Female","Not First-Gen",422.5,"Notre Dame University SP 2016",3.761857143,3.714428571,339.375,6.464285714
42137,"Not Underrepresented","Female","Not First-Gen",359.5,"Notre Dame University SP 2016",3.555666667,3.666714286,338.1964286,40.25
43794,"Not Underrepresented","Female","Not First-Gen",352.6296296,"Notre Dame University SP 2016",3.889,3.889,380.5185185,34.44444444
44872,"Not Underrepresented","Female","Not First-Gen",318.1428571,"Notre Dame University SP 2016",3.9445,3.8335,372.9285714,49.42857143
44873,"Underrepresented","Male","Not First-Gen",364.2758621,"Notre Dame University SP 2016",3.333333333,3.778,381.4482759,25.24137931
44927,"Underrepresented","Female","Not First-Gen",384,"Notre Dame University SP 2016",3.809714286,3.809571429,374.2,16.13333333
45963,"Underrepresented","Female","Not First-Gen",377.0384615,"Notre Dame University SP 2016",3.666714286,3.952428571,368.8269231,27.23076923
46365,"Not Underrepresented","Male","Not First-Gen",398.4074074,"Notre Dame University SP 2016",4,4,371.7777778,47.2962963
46418,"Not Underrepresented","Male","Not First-Gen",375.7368421,"Notre Dame University SP 2016",3.666571429,3.875,376.5,33.52631579
47024,"Not Underrepresented","Female","Not First-Gen",390.5238095,"Notre Dame University SP 2016",3.889,3.666666667,428.8333333,48.66666667
47142,"Not Underrepresented","Female","Not First-Gen",407.6785714,"Notre Dame University SP 2016",3.761857143,3.833333333,335.9107143,55.82142857
47810,"Not Underrepresented","Female","Not First-Gen",437.3333333,"Notre Dame University SP 2016",3.619142857,3.611166667,367.3518519,47.37037037
48154,"Not Underrepresented","Female","Not First-Gen",462.3333333,"Notre Dame University SP 2016",3.571571429,3.619142857,344,20.25925926
49086,"Not Underrepresented","Female","Not First-Gen",464.7333333,"Notre Dame University SP 2016",3.777833333,3.889,422.7,35.4
49497,"Not Underrepresented","Female","Not First-Gen",348.4827586,"Notre Dame University SP 2016",3.722166667,3.777833333,346.6724138,47.06896552
49539,"Not Underrepresented","Male","Not First-Gen",390.75,"Notre Dame University SP 2016",3.1665,3.611,406.6041667,31.625
49790,"Underrepresented","Female","Not First-Gen",351.3448276,"Notre Dame University SP 2016",3.611333333,3.5,403.2068966,120.862069
50766,"Not Underrepresented","Male","Not First-Gen",415.0769231,"Notre Dame University SP 2016",3.833333333,4,390.2115385,48.92307692
51437,"Not Underrepresented","Female","Not First-Gen",340.8095238,"Notre Dame University SP 2016",3.714428571,3.762,446.0952381,26.28571429
51475,"Underrepresented","Female","Not First-Gen",316.7857143,"Notre Dame University SP 2016",3.666666667,3.777666667,437.25,26.78571429
52302,"Underrepresented","Male","Not First-Gen",430.0333333,"Notre Dame University SP 2016",3.7334,3.611333333,469.8833333,44.76666667
57359,"Underrepresented","Female","Not First-Gen",446.7241379,"Notre Dame University SP 2016",3.857142857,4,320.3965517,77.34482759
57443,"Underrepresented","Female","Not First-Gen",401.8571429,"Notre Dame University SP 2016",3.277833333,3.611166667,367.3035714,12.85714286
59097,"Underrepresented","Male","Not First-Gen",445.4333333,"Notre Dame University SP 2016",3.722166667,3.7334,410.55,66.6
59207,"Not Underrepresented","Male","Not First-Gen",481.3571429,"Notre Dame University SP 2016",3.389,3.555666667,386.9107143,23.57142857
62246,"Not Underrepresented","Male","Not First-Gen",437.2,"Notre Dame University SP 2016",3.777833333,3.8335,327.4,50.5
62617,"Not Underrepresented","Female","Not First-Gen",465,"Notre Dame University SP 2016",3.777833333,3.722166667,333.2,34.03333333
63138,"Not Underrepresented","Female","Not First-Gen",441.5862069,"Notre Dame University SP 2016",3.9445,3.91675,372.6551724,42.37931034
63347,"Not Underrepresented","Male","Not First-Gen",408.3793103,"Notre Dame University SP 2016",3.952428571,3.904857143,443.7931034,54.03448276
63419,"Underrepresented","Female","Not First-Gen",330.5185185,"Notre Dame University SP 2016",3.291625,3.333285714,491.2777778,41.77777778
63904,"Not Underrepresented","Female","Not First-Gen",336.9285714,"Notre Dame University SP 2016",3.611333333,3.857142857,323.0714286,16.25
64232,"Not Underrepresented","Female","Not First-Gen",404.3103448,"Notre Dame University SP 2016",3.277833333,3.5555,401.4310345,110.5172414
64296,"Not Underrepresented","Male","Not First-Gen",347.9,"Notre Dame University SP 2016",3.5,3.444333333,322.4833333,34.1
65656,"Not Underrepresented","Male","Not First-Gen",311.6071429,"Notre Dame University SP 2016",3.523857143,3.238142857,376.4464286,27.39285714
66815,"Not Underrepresented","Male","Not First-Gen",408.1724138,"Notre Dame University SP 2016",3.9445,3.833333333,371.6551724,20.17241379
67106,"Underrepresented","Male","Not First-Gen",398.1,"Notre Dame University SP 2016",3.888833333,4,317,49.13333333
67574,"Not Underrepresented","Male","Not First-Gen",358.9473684,"Notre Dame University SP 2016",3.666666667,3.4445,369.1315789,32.10526316
67709,"Underrepresented","Male","Not First-Gen",405.2083333,"Notre Dame University SP 2016",3.5334,3.625,504.5,33.95833333
67918,"Not Underrepresented","Male","Not First-Gen",465.7,"Notre Dame University SP 2016",3.889,3.888833333,391.2666667,15.7
69057,"Not Underrepresented","Male","Not First-Gen",316.7666667,"Notre Dame University SP 2016",3.222166667,3.000166667,386.3833333,91.26666667
70492,"Not Underrepresented","Male","Not First-Gen",299.0740741,"Notre Dame University SP 2016",3.4445,3.555666667,435.5185185,51.66666667
71985,"Not Underrepresented","Male","Not First-Gen",376.9259259,"Notre Dame University SP 2016",3.666666667,3.555666667,364.6851852,33.37037037
72348,"Not Underrepresented","Female","Not First-Gen",485.4333333,"Notre Dame University SP 2016",3.888833333,3.666666667,275.05,29.7
72806,"Not Underrepresented","Female","Not First-Gen",467.68,"Notre Dame University SP 2016",3.778,3.9445,343.42,20.52
73158,"Underrepresented","Male","Not First-Gen",415.0333333,"Notre Dame University SP 2016",3.952428571,3.904857143,287.1166667,38
74899,"Not Underrepresented","Male","Not First-Gen",334.5294118,"Notre Dame University SP 2016",3.571428571,3.500166667,365.8823529,19.52941176
75149,"Not Underrepresented","Female","Not First-Gen",300.8095238,"Notre Dame University SP 2016",3.111166667,3.1665,518.7619048,133.2380952
77036,"Not Underrepresented","Female","Not First-Gen",474.8,"Notre Dame University SP 2016",3.3335,3.2,326.0666667,13.6
77711,"Not Underrepresented","Male","Not First-Gen",427.3666667,"Notre Dame University SP 2016",3.9445,3.888833333,398.3833333,24.2
79167,"Not Underrepresented","Female","Not First-Gen",390.9310345,"Notre Dame University SP 2016",3.5,3.857285714,352.7586207,63.34482759
79352,"Not Underrepresented","Female","Not First-Gen",306.3214286,"Notre Dame University SP 2016",3.722333333,3.555666667,432.6785714,19.57142857
79607,"Not Underrepresented","Male","Not First-Gen",340.1111111,"Notre Dame University SP 2016",3.833375,3.904714286,404.0555556,35.62962963
80177,"Not Underrepresented","Male","Not First-Gen",357.8571429,"Notre Dame University SP 2016",3.777833333,3.889,355.0952381,21.42857143
81807,"Not Underrepresented","Male","Not First-Gen",366.7,"Notre Dame University SP 2016",3.833333333,3.666833333,408.25,20.1
82986,"Underrepresented","Female","Not First-Gen",272.5862069,"Notre Dame University SP 2016",3.5334,3.166666667,390.1034483,12.62068966
83005,"Underrepresented","Female","Not First-Gen",423.7333333,"Notre Dame University SP 2016",3.8335,3.9445,324.3833333,31.9
83536,"Underrepresented","Female","Not First-Gen",452.7,"Notre Dame University SP 2016",3.833333333,3.555666667,368.9833333,16.16666667
83566,"Not Underrepresented","Female","Not First-Gen",454.6666667,"Notre Dame University SP 2016",3.555666667,3.5555,408.4833333,14.5
83612,"Not Underrepresented","Female","Not First-Gen",382.6818182,"Notre Dame University SP 2016",3.761857143,3.9445,359,15.59090909
84011,"Not Underrepresented","Female","Not First-Gen",375.0689655,"Notre Dame University SP 2016",3.857142857,4,342.637931,58.55172414
85503,"Not Underrepresented","Male","Not First-Gen",349.3076923,"Notre Dame University SP 2016",3.611166667,3.222333333,393.0576923,43.38461538
86440,"Not Underrepresented","Male","Not First-Gen",368.04,"Notre Dame University SP 2016",3.777833333,3.8002,384.64,20.36
87328,"Not Underrepresented","Male","Not First-Gen",453.6666667,"Notre Dame University SP 2016",3.9445,3.889,479.1666667,32.88888889
88185,"Not Underrepresented","Female","Not First-Gen",420.9333333,"Notre Dame University SP 2016",3.722333333,3.9445,377.4666667,15.23333333
88882,"Not Underrepresented","Male","Not First-Gen",332.2758621,"Notre Dame University SP 2016",3.9445,3.9445,377.1034483,40.27586207
89607,"Not Underrepresented","Male","Not First-Gen",325.4444444,"Notre Dame University SP 2016",3.277666667,2.722166667,477.8148148,34.74074074
89652,"Not Underrepresented","Female","Not First-Gen",419.4,"Notre Dame University SP 2016",3.762,3.952428571,393.66,35
91551,"Not Underrepresented","Male","Not First-Gen",260.5714286,"Notre Dame University SP 2016",3.857285714,3.9445,390.6964286,177.5357143
92038,"Not Underrepresented","Male","Not First-Gen",420.2758621,"Notre Dame University SP 2016",3.777833333,4,425.7241379,58.03448276
92412,"Not Underrepresented","Male","Not First-Gen",443.7,"Notre Dame University SP 2016",4,4,338.55,54.86666667
92515,"Not Underrepresented","Male","Not First-Gen",398.7894737,"Notre Dame University SP 2016",4,4,437.4210526,62.68421053
92552,"Underrepresented","Male","Not First-Gen",342.3809524,"Notre Dame University SP 2016",3.500166667,3.1334,544.7380952,99.80952381
93002,"Not Underrepresented","Female","Not First-Gen",391.0769231,"Notre Dame University SP 2016",3.380857143,3.714428571,343.75,29.03846154
93485,"Not Underrepresented","Male","Not First-Gen",419.2666667,"Notre Dame University SP 2016",3.888833333,3.666666667,328.4333333,19.76666667
93699,"Not Underrepresented","Female","Not First-Gen",334.6428571,"Notre Dame University SP 2016",3.4445,3.555666667,332.2321429,43.71428571
94641,"Not Underrepresented","Male","Not First-Gen",359.7931034,"Notre Dame University SP 2016",3.8002,3.666666667,327.3793103,120.3793103
95543,"Underrepresented","Male","Not First-Gen",363.2,"Notre Dame University SP 2016",3.8335,3.9445,438.3666667,17.6
95559,"Not Underrepresented","Male","Not First-Gen",351.5,"Notre Dame University SP 2016",3.111166667,3.166833333,394.5333333,65.46666667
96613,"Not Underrepresented","Male","Not First-Gen",468.6428571,"Notre Dame University SP 2016",3.666666667,3.666833333,410.4642857,48.96428571
97448,"Underrepresented","Male","Not First-Gen",367.7931034,"Notre Dame University SP 2016",3.889,3.611166667,398.862069,84.13793103
97990,"Not Underrepresented","Female","Not First-Gen",318.125,"Notre Dame University SP 2016",3.611166667,3.4445,580.78125,49.5
98462,"Not Underrepresented","Male","Not First-Gen",360.76,"Notre Dame University SP 2016",3.389,3.388833333,389.42,65.36
98700,"Not Underrepresented","Female","Not First-Gen",427.5517241,"Notre Dame University SP 2016",3.8335,3.722166667,314.5,34.51724138
99733,"Not Underrepresented","Female","Not First-Gen",324.3333333,"Notre Dame University SP 2016",3.3335,3.222166667,344.8148148,41.62962963
99978,"Underrepresented","Male","Not First-Gen",383.4482759,"Notre Dame University SP 2016",3.722166667,3.611333333,407.9310345,44.34482759
