"id","race","gender","firstgen","total_sleep","university","cum_gpa","term_gpa","midpoint_sleep","naptime"
294,"Not Underrepresented","Female","Not First-Gen",406.76,"Carnegie Mellon SP 2018",4,3.55,359.48,49.72
297,"Underrepresented","Female","Not First-Gen",253.7647059,"Carnegie Mellon SP 2018",3,3.59,398.2352941,178.4705882
303,"Not Underrepresented","Female","Not First-Gen",411.8518519,"Carnegie Mellon SP 2018",3.8,3.46,532.1111111,26.14814815
304,"Underrepresented","Female","Not First-Gen",408.1111111,"Carnegie Mellon SP 2018",3.17,3.5,354.037037,71.62962963
315,"Not Underrepresented","Female","Not First-Gen",430.125,"Carnegie Mellon SP 2018",4,3.61,471.7083333,19.41666667
321,"Not Underrepresented","Female","Not First-Gen",357.72,"Carnegie Mellon SP 2018",4,3.44,431.52,35.4
333,"Not Underrepresented","Female","Not First-Gen",402.1481481,"Carnegie Mellon SP 2018",3.79,4,444.2777778,52.88888889
337,"Not Underrepresented","Female","Not First-Gen",367.7586207,"Carnegie Mellon SP 2018",3.57,3.81,425.2931034,10.55172414
338,"Not Underrepresented","Female","Not First-Gen",366.4074074,"Carnegie Mellon SP 2018",3.7,3.57,406.2037037,35.62962963
342,"Not Underrepresented","Female","Not First-Gen",455.6153846,"Carnegie Mellon SP 2018",4,4,434.0961538,23.5
343,"Not Underrepresented","Female","Not First-Gen",330.8947368,"Carnegie Mellon SP 2018",2.92,3.12,551.2105263,40.31578947
350,"Not Underrepresented","Female","Not First-Gen",406.7307692,"Carnegie Mellon SP 2018",3.74,3.81,391.3653846,10.96153846
376,"Not Underrepresented","Female","Not First-Gen",455.4285714,"Carnegie Mellon SP 2018",3.48,2.98,308.4821429,26.89285714
378,"Not Underrepresented","Female","Not First-Gen",299.0952381,"Carnegie Mellon SP 2018",4,4,414.952381,28.28571429
379,"Not Underrepresented","Female","Not First-Gen",343.0769231,"Carnegie Mellon SP 2018",3.07,4,493.5192308,24.5
381,"Not Underrepresented","Female","Not First-Gen",398,"Carnegie Mellon SP 2018",4,4,502.7272727,19
390,"Not Underrepresented","Female","Not First-Gen",283.1111111,"Carnegie Mellon SP 2018",3.81,3.56,585.1944444,30.72222222
395,"Not Underrepresented","Female","Not First-Gen",338.6785714,"Carnegie Mellon SP 2018",3.4,3.81,424.4285714,13.89285714
402,"Not Underrepresented","Female","Not First-Gen",427.28,"Carnegie Mellon SP 2018",3.76,3.72,487.52,46.16
412,"Not Underrepresented","Female","Not First-Gen",397.9230769,"Carnegie Mellon SP 2018",3.6,4,374.5769231,58.76923077
413,"Not Underrepresented","Female","Not First-Gen",413.7857143,"Carnegie Mellon SP 2018",3.79,3,408,47.14285714
422,"Not Underrepresented","Female","Not First-Gen",373.88,"Carnegie Mellon SP 2018",3.29,3.28,383.36,34.52
427,"Not Underrepresented","Female","Not First-Gen",452.5333333,"Carnegie Mellon SP 2018",4,4,407.0666667,82.26666667
430,"Not Underrepresented","Female","Not First-Gen",301.3103448,"Carnegie Mellon SP 2018",3.58,3.24,486.2241379,21.17241379
452,"Not Underrepresented","Female","Not First-Gen",394.8275862,"Carnegie Mellon SP 2018",4,4,342.7586207,16
454,"Not Underrepresented","Female","Not First-Gen",384.96,"Carnegie Mellon SP 2018",3.12,3.6,369,57.4
461,"Not Underrepresented","Female","Not First-Gen",424.6785714,"Carnegie Mellon SP 2018",3.81,3.59,373.9464286,8.464285714
463,"Not Underrepresented","Female","Not First-Gen",341.4814815,"Carnegie Mellon SP 2018",3.49,3.6,409.537037,34.2962963
466,"Not Underrepresented","Female","Not First-Gen",349.6315789,"Carnegie Mellon SP 2018",2.65,3.49,540.6052632,36.78947368
473,"Not Underrepresented","Female","Not First-Gen",400.5416667,"Carnegie Mellon SP 2018",3.25,2.49,405.7916667,36.95833333
476,"Not Underrepresented","Female","Not First-Gen",406.75,"Carnegie Mellon SP 2018",3.52,3.45,385.2857143,24.67857143
483,"Not Underrepresented","Female","Not First-Gen",336.1724138,"Carnegie Mellon SP 2018",3.78,3.8,477.0689655,85.79310345
487,"Underrepresented","Female","Not First-Gen",219.875,"Carnegie Mellon SP 2018",2.78,1.5,396.46875,136.1875
489,"Not Underrepresented","Female","Not First-Gen",481.1785714,"Carnegie Mellon SP 2018",4,4,349.1964286,19.10714286
507,"Not Underrepresented","Female","Not First-Gen",428.3684211,"Carnegie Mellon SP 2018",3.69,3.76,361.6052632,7.052631579
522,"Not Underrepresented","Female","Not First-Gen",421.3529412,"Carnegie Mellon SP 2018",4,3.53,453.1470588,17.94117647
525,"Not Underrepresented","Female","Not First-Gen",351.2,"Carnegie Mellon SP 2018",3.55,2.6,476.64,45.4
559,"Not Underrepresented","Female","Not First-Gen",370.4814815,"Carnegie Mellon SP 2018",3.57,3,627.5925926,32.77777778
572,"Not Underrepresented","Female","Not First-Gen",347.8571429,"Carnegie Mellon SP 2018",3.8,3.59,533.1428571,62.38095238
595,"Underrepresented","Female","Not First-Gen",408.2758621,"Carnegie Mellon SP 2018",2.49,2.84,348.6896552,54.4137931
644,"Not Underrepresented","Female","Not First-Gen",415.7692308,"Carnegie Mellon SP 2018",3.17,2.8,432.0192308,64.61538462
671,"Not Underrepresented","Female","Not First-Gen",414.6923077,"Carnegie Mellon SP 2018",3.8,4,424.9230769,18.53846154
4,"Not Underrepresented","Female","Not First-Gen",447.5,"University of Washington SP 2018",3.7666665,3.5,372.3461538,28.15384615
8,"Not Underrepresented","Female","Not First-Gen",456.72,"University of Washington SP 2018",3.5999996,3.127777,364.8,61.56
14,"Not Underrepresented","Female","Not First-Gen",518.5714286,"University of Washington SP 2018",3.533333,3.9,342.9107143,30.53571429
15,"Not Underrepresented","Female","Not First-Gen",493.5714286,"University of Washington SP 2018",3.746153846,3.9,260.2142857,31.75
20,"Not Underrepresented","Female","Not First-Gen",274.1785714,"University of Washington SP 2018",2.882758207,2.75,315.6071429,152.6428571
22,"Not Underrepresented","Female","Not First-Gen",494.3846154,"University of Washington SP 2018",3.15185137,3.1,305.1730769,54.11538462
23,"Not Underrepresented","Female","Not First-Gen",444.8928571,"University of Washington SP 2018",2.915384,2.933333,314.6607143,35.71428571
24,"Not Underrepresented","Female","Not First-Gen",382.1785714,"University of Washington SP 2018",3.451851556,3.8,477.2857143,54.89285714
26,"Not Underrepresented","Female","Not First-Gen",467.1875,"University of Washington SP 2018",2.916666,1.7,392.5,29.75
30,"Not Underrepresented","Female","Not First-Gen",438.7037037,"University of Washington SP 2018",3.33571375,3.933333,405.5555556,41.77777778
31,"Not Underrepresented","Female","Not First-Gen",459.4814815,"University of Washington SP 2018",4,4,281.1481481,14.81481481
35,"Not Underrepresented","Female","Not First-Gen",441.0357143,"University of Washington SP 2018",3.532257903,3.6,345,36.53571429
46,"Not Underrepresented","Female","Not First-Gen",328.8846154,"University of Washington SP 2018",3.651515121,3.344444,497.3269231,88.11538462
51,"Underrepresented","Female","Not First-Gen",362.125,"University of Washington SP 2018",3.757575182,3.833333,508.5,64
55,"Underrepresented","Female","Not First-Gen",255.3703704,"University of Washington SP 2018",3.346428179,2.5,560.9814815,46.44444444
58,"Not Underrepresented","Female","Not First-Gen",511.2592593,"University of Washington SP 2018",3.583333,3.55,320.462963,37.92592593
62,"Underrepresented","Female","Not First-Gen",422.2727273,"University of Washington SP 2018",3.7799996,3.266666,640.2272727,54.59090909
64,"Not Underrepresented","Female","Not First-Gen",442,"University of Washington SP 2018",3.8166665,3.933333,404.05,34.75
67,"Not Underrepresented","Female","Not First-Gen",402.5925926,"University of Washington SP 2018",3.912902516,3.85,342.3333333,18.81481481
68,"Underrepresented","Female","Not First-Gen",430.1428571,"University of Washington SP 2018",3.528571429,3.653846,317.75,24.78571429
69,"Underrepresented","Female","Not First-Gen",328.1666667,"University of Washington SP 2018",2.939285286,1.7,430.875,17.08333333
73,"Not Underrepresented","Female","Not First-Gen",418.1666667,"University of Washington SP 2018",4,3.972727,325.25,18.22222222
74,"Not Underrepresented","Female","Not First-Gen",432.1851852,"University of Washington SP 2018",3.6999995,3.623076,478.0925926,41.55555556
75,"Not Underrepresented","Female","Not First-Gen",487.4642857,"University of Washington SP 2018",3.82,3.66923,305.9464286,36.92857143
87,"Not Underrepresented","Female","Not First-Gen",408.75,"University of Washington SP 2018",3.749999643,3.875,297.3928571,18.92857143
91,"Not Underrepresented","Female","Not First-Gen",369.5357143,"University of Washington SP 2018",3.818749563,3.752941,358.4285714,67.57142857
92,"Not Underrepresented","Female","Not First-Gen",485.7142857,"University of Washington SP 2018",3.077418968,3.230769,314.2857143,27.42857143
93,"Not Underrepresented","Female","Not First-Gen",485.1666667,"University of Washington SP 2018",3.856521391,3.95,497,114
102,"Underrepresented","Female","Not First-Gen",497.3571429,"University of Washington SP 2018",2.603447931,3.9,507.9285714,50.07142857
103,"Not Underrepresented","Female","Not First-Gen",383.6666667,"University of Washington SP 2018",3.913792345,4,327.125,6.625
106,"Underrepresented","Female","Not First-Gen",291.4545455,"University of Washington SP 2018",3.45999992,3.566666,605.8636364,44.27272727
109,"Not Underrepresented","Female","Not First-Gen",371.0769231,"University of Washington SP 2018",3.315151182,3.721428,330.9615385,51.03846154
111,"Underrepresented","Female","Not First-Gen",454.7058824,"University of Washington SP 2018",3.2799998,3.5,450.2058824,46.17647059
113,"Underrepresented","Female","Not First-Gen",355.8214286,"University of Washington SP 2018",3.3799998,3.5,409.2857143,59.25
115,"Not Underrepresented","Female","Not First-Gen",380.1666667,"University of Washington SP 2018",3.4156245,3.233333,724.6666667,9.166666667
116,"Not Underrepresented","Female","Not First-Gen",423.4666667,"University of Washington SP 2018",3.675,3.538461,320.9333333,90
118,"Not Underrepresented","Female","Not First-Gen",387.0434783,"University of Washington SP 2018",3.43999985,3.5,298.9782609,17.82608696
122,"Not Underrepresented","Female","Not First-Gen",482.6,"University of Washington SP 2018",3.326086652,3.033333,416.3,44.2
124,"Underrepresented","Female","Not First-Gen",418.7,"University of Washington SP 2018",3.111110778,3.2,368.9,48.7
126,"Not Underrepresented","Female","Not First-Gen",408.48,"University of Washington SP 2018",3.8799998,3.961538,320.44,90.44
127,"Underrepresented","Female","Not First-Gen",359.2307692,"University of Washington SP 2018",3.621739,3.592307,345.7307692,39.23076923
128,"Not Underrepresented","Female","Not First-Gen",412.3,"University of Washington SP 2018",3.8666665,3.966666,283.05,15.8
130,"Not Underrepresented","Female","Not First-Gen",511.6071429,"University of Washington SP 2018",3.916666,3.9,264.4642857,29.67857143
136,"Not Underrepresented","Female","Not First-Gen",458,"University of Washington SP 2018",3.7,3.933333,363.4642857,27.25
141,"Not Underrepresented","Female","Not First-Gen",451.84,"University of Washington SP 2018",3.333332556,2.533333,316.18,51.88
146,"Not Underrepresented","Female","Not First-Gen",392.5185185,"University of Washington SP 2018",3.955172,3.964285,359.1296296,39.44444444
153,"Not Underrepresented","Female","Not First-Gen",393.1071429,"University of Washington SP 2018",3.579999833,3.966666,319.625,23.21428571
155,"Not Underrepresented","Female","Not First-Gen",406.7142857,"University of Washington SP 2018",3.913792862,3.952941,398.9285714,22.64285714
157,"Not Underrepresented","Female","Not First-Gen",361.8214286,"University of Washington SP 2018",3.458620069,3.55,471.25,29.92857143
158,"Not Underrepresented","Female","Not First-Gen",364.8846154,"University of Washington SP 2018",3.090624375,2.9,326.9230769,67.19230769
165,"Not Underrepresented","Female","Not First-Gen",436.36,"University of Washington SP 2018",3.725806129,3.733333,355.94,57.72
166,"Not Underrepresented","Female","Not First-Gen",432.5714286,"University of Washington SP 2018",3.892856357,3.833333,333.3928571,27.35714286
167,"Not Underrepresented","Female","Not First-Gen",399.35,"University of Washington SP 2018",3.72,3.566666,425.075,87.1
170,"Not Underrepresented","Female","Not First-Gen",487.0714286,"University of Washington SP 2018",3.7999995,3.766666,282.4821429,42.07142857
171,"Not Underrepresented","Female","Not First-Gen",460.5384615,"University of Washington SP 2018",3.316666,3.233333,335.1923077,19.92307692
175,"Not Underrepresented","Female","Not First-Gen",413.6785714,"University of Washington SP 2018",3.7499995,3.744444,376.9107143,12.35714286
179,"Not Underrepresented","Female","Not First-Gen",430.4642857,"University of Washington SP 2018",4,3.966666,296.4464286,34.96428571
180,"Underrepresented","Female","Not First-Gen",447.8846154,"University of Washington SP 2018",2.637930517,3.483333,315.0961538,36.26923077
188,"Not Underrepresented","Female","Not First-Gen",435.1785714,"University of Washington SP 2018",3.645454394,3.83125,319.7857143,30.39285714
191,"Underrepresented","Female","Not First-Gen",388.9642857,"University of Washington SP 2018",3.299999586,3.4,384.3214286,40.92857143
193,"Not Underrepresented","Female","Not First-Gen",374.4444444,"University of Washington SP 2018",3.910714143,3.8,381.4259259,43.74074074
195,"Not Underrepresented","Female","Not First-Gen",404.375,"University of Washington SP 2018",2.608695217,2.866666,327.1875,59.5
198,"Not Underrepresented","Female","Not First-Gen",435.4347826,"University of Washington SP 2018",3.1999995,2.9,433.9782609,20.86956522
199,"Not Underrepresented","Female","Not First-Gen",437.1363636,"University of Washington SP 2018",3.08,3.633333,318.3863636,25
306,"Not Underrepresented","Female","Not First-Gen",421.6428571,"University of Washington SP 2019",3.865,3.87,355.7142857,29.28571429
307,"Not Underrepresented","Female","Not First-Gen",434.1666667,"University of Washington SP 2019",3.458,3.29,322.625,26.04166667
312,"Not Underrepresented","Female","Not First-Gen",390.0416667,"University of Washington SP 2019",3.2928125,3.76,335.1041667,43.875
323,"Not Underrepresented","Female","Not First-Gen",406.4583333,"University of Washington SP 2019",2.958275862,2.8,464.8333333,23.58333333
324,"Not Underrepresented","Female","Not First-Gen",460.173913,"University of Washington SP 2019",2.625,3,424.7826087,34.82608696
331,"Not Underrepresented","Female","Not First-Gen",414.3913043,"University of Washington SP 2019",3.05,3.25,385.9782609,43.95652174
335,"Not Underrepresented","Female","Not First-Gen",357.2142857,"University of Washington SP 2019",2.822222222,2.68,412.2321429,31.78571429
338,"Not Underrepresented","Female","Not First-Gen",412.6153846,"University of Washington SP 2019",3.695517241,3.84,356.0769231,13.26923077
339,"Not Underrepresented","Female","Not First-Gen",485.1481481,"University of Washington SP 2019",3.702,3.79,330.1481481,28.62962963
340,"Not Underrepresented","Female","Not First-Gen",478.1666667,"University of Washington SP 2019",2.865,3.51,369.4166667,57.5
348,"Not Underrepresented","Female","Not First-Gen",456,"University of Washington SP 2019",3.078888889,3.35,247.0714286,33.71428571
351,"Not Underrepresented","Female","Not First-Gen",432.9285714,"University of Washington SP 2019",3.405,3.04,415.6964286,42.25
352,"Underrepresented","Female","Not First-Gen",402.12,"University of Washington SP 2019",3.688928571,3.89,544.1,53.92
354,"Not Underrepresented","Female","Not First-Gen",371.2222222,"University of Washington SP 2019",3.823235294,3.95,294.1851852,51.2962963
355,"Not Underrepresented","Female","Not First-Gen",323.4285714,"University of Washington SP 2019",3.57,3.63,340.625,23.46428571
356,"Not Underrepresented","Female","Not First-Gen",428.25,"University of Washington SP 2019",3.726206897,3.59,292.1071429,33.82142857
360,"Not Underrepresented","Female","Not First-Gen",349.3928571,"University of Washington SP 2019",2.98,3.07,423.4642857,64.85714286
363,"Not Underrepresented","Female","Not First-Gen",435.6428571,"University of Washington SP 2019",3.775,3.7,308.6071429,35.64285714
364,"Not Underrepresented","Female","Not First-Gen",449.3636364,"University of Washington SP 2019",3.500967742,3.47,315.5454545,49.81818182
365,"Not Underrepresented","Female","Not First-Gen",387.9285714,"University of Washington SP 2019",2.947142857,3.33,456.5,79.39285714
366,"Underrepresented","Female","Not First-Gen",486.6363636,"University of Washington SP 2019",3.0975,3.3,328.3863636,64.90909091
369,"Not Underrepresented","Female","Not First-Gen",437.1851852,"University of Washington SP 2019",3.803333333,3.76,347.6481481,27.37037037
373,"Not Underrepresented","Female","Not First-Gen",409.4814815,"University of Washington SP 2019",3.155454545,3.41,308.4444444,36.81481481
378,"Not Underrepresented","Female","Not First-Gen",456,"University of Washington SP 2019",3.88,3.78,307.1296296,39.77777778
380,"Not Underrepresented","Female","Not First-Gen",412.7692308,"University of Washington SP 2019",3.259655172,3.23,322.1346154,30.15384615
386,"Not Underrepresented","Female","Not First-Gen",372.2857143,"University of Washington SP 2019",3.917419355,4,372.2857143,53.42857143
394,"Not Underrepresented","Female","Not First-Gen",462.4285714,"University of Washington SP 2019",3.71,3.45,299.8214286,25.17857143
399,"Underrepresented","Female","Not First-Gen",433.1111111,"University of Washington SP 2019",3.730625,3.95,460.8703704,56.55555556
401,"Not Underrepresented","Female","Not First-Gen",436.9285714,"University of Washington SP 2019",3.57,3.49,413.4464286,50.25
405,"Not Underrepresented","Female","Not First-Gen",388.8928571,"University of Washington SP 2019",3.240625,3.59,345,37.82142857
407,"Not Underrepresented","Female","Not First-Gen",428.8823529,"University of Washington SP 2019",3.665862069,3.7,404.1470588,50.41176471
413,"Not Underrepresented","Female","Not First-Gen",378.9130435,"University of Washington SP 2019",3.32037037,3.13,463.6304348,31.04347826
418,"Not Underrepresented","Female","Not First-Gen",396.6470588,"University of Washington SP 2019",3.78,3.8,407.8529412,35.41176471
422,"Underrepresented","Female","Not First-Gen",478.52,"University of Washington SP 2019",2.830833333,3.08,429.14,61.24
435,"Not Underrepresented","Female","Not First-Gen",417.2307692,"University of Washington SP 2019",3.315,3.53,457.8076923,42.11538462
439,"Not Underrepresented","Female","Not First-Gen",370.6785714,"University of Washington SP 2019",3.653703704,3.3,367.6071429,16.82142857
448,"Not Underrepresented","Female","Not First-Gen",417.8846154,"University of Washington SP 2019",4,3.97,514,51.03846154
454,"Not Underrepresented","Female","Not First-Gen",365,"University of Washington SP 2019",3.25,3.27,374.25,47.35714286
458,"Not Underrepresented","Female","Not First-Gen",451.962963,"University of Washington SP 2019",3.215,2.99,352.3518519,64.33333333
465,"Underrepresented","Female","Not First-Gen",432.9230769,"University of Washington SP 2019",3.390357143,3.37,420.3076923,28.23076923
469,"Not Underrepresented","Female","Not First-Gen",388.7407407,"University of Washington SP 2019",3.958857143,3.94,360,37.11111111
485,"Not Underrepresented","Female","Not First-Gen",367.4444444,"University of Washington SP 2019",2.9,3,344.1111111,70.88888889
490,"Not Underrepresented","Female","Not First-Gen",459.6071429,"University of Washington SP 2019",2.998,3.4,352.6785714,31.57142857
494,"Not Underrepresented","Female","Not First-Gen",411.5,"University of Washington SP 2019",3.724117647,3.86,440.75,35.08333333
499,"Underrepresented","Female","Not First-Gen",413.52,"University of Washington SP 2019",3.946428571,3.93,440.96,38.36
503,"Not Underrepresented","Female","Not First-Gen",402.9259259,"University of Washington SP 2019",3.492258065,2.94,305.4814815,38.03703704
506,"Not Underrepresented","Female","Not First-Gen",352.8148148,"University of Washington SP 2019",3.657272727,3.3,419.3333333,79.07407407
509,"Not Underrepresented","Female","Not First-Gen",349.5714286,"University of Washington SP 2019",3.635,3.83,354.875,100.2857143
510,"Not Underrepresented","Female","Not First-Gen",368.2272727,"University of Washington SP 2019",2.83,2.67,351.4090909,36.22727273
511,"Not Underrepresented","Female","Not First-Gen",410.5714286,"University of Washington SP 2019",3.862592593,3.8,400.5952381,18.9047619
513,"Not Underrepresented","Female","Not First-Gen",449.56,"University of Washington SP 2019",3.611,3.09,351.44,15.64
523,"Not Underrepresented","Female","Not First-Gen",392.7857143,"University of Washington SP 2019",3.385,2.77,285.7321429,46.32142857
534,"Not Underrepresented","Female","Not First-Gen",393.4230769,"University of Washington SP 2019",3.052727273,3,364.1923077,34.46153846
541,"Not Underrepresented","Female","Not First-Gen",382.75,"University of Washington SP 2019",3.154482759,3.28,504.2857143,48.35714286
547,"Not Underrepresented","Female","Not First-Gen",369.2692308,"University of Washington SP 2019",3.139259259,3.14,322.3269231,37.15384615
557,"Underrepresented","Female","Not First-Gen",391.9259259,"University of Washington SP 2019",2.799130435,2.86,368.1481481,45.59259259
559,"Not Underrepresented","Female","Not First-Gen",399.1071429,"University of Washington SP 2019",3.680625,3.17,446.2321429,51.71428571
562,"Not Underrepresented","Female","Not First-Gen",298.3333333,"University of Washington SP 2019",3.88,3.52,584.6666667,6.555555556
564,"Underrepresented","Female","Not First-Gen",407.3846154,"University of Washington SP 2019",3.601034483,3.63,415.0192308,49.07692308
567,"Underrepresented","Female","Not First-Gen",436.3181818,"University of Washington SP 2019",3.948275862,3.91,433.7727273,24.09090909
570,"Not Underrepresented","Female","Not First-Gen",403.4814815,"University of Washington SP 2019",3.363703704,3.01,427.3888889,35.51851852
571,"Not Underrepresented","Female","Not First-Gen",435.3461538,"University of Washington SP 2019",3.625454545,3.49,427.1346154,40.42307692
306,"Not Underrepresented","Male","Not First-Gen",339.9545455,"Carnegie Mellon SP 2018",3.4,3.5,492.4545455,42.5
308,"Underrepresented","Male","Not First-Gen",414.3333333,"Carnegie Mellon SP 2018",2.53,2.4,467.3333333,38
314,"Not Underrepresented","Male","Not First-Gen",381.2142857,"Carnegie Mellon SP 2018",2.79,3.37,446.8214286,34.67857143
360,"Not Underrepresented","Male","Not First-Gen",350.6956522,"Carnegie Mellon SP 2018",3.29,3.39,349.3695652,32.04347826
361,"Not Underrepresented","Male","Not First-Gen",357.7272727,"Carnegie Mellon SP 2018",3.59,3.38,451.5227273,30.86363636
380,"Not Underrepresented","Male","Not First-Gen",376.5862069,"Carnegie Mellon SP 2018",3.48,3.46,473.4827586,6.24137931
383,"Not Underrepresented","Male","Not First-Gen",411.8333333,"Carnegie Mellon SP 2018",3.77,3.57,459.0416667,55.41666667
386,"Not Underrepresented","Male","Not First-Gen",422.137931,"Carnegie Mellon SP 2018",3.22,3.58,402.1724138,72.31034483
394,"Not Underrepresented","Male","Not First-Gen",425.3448276,"Carnegie Mellon SP 2018",3.74,3.81,375.1724138,52.93103448
396,"Not Underrepresented","Male","Not First-Gen",362.0952381,"Carnegie Mellon SP 2018",3.8,3.61,415.0238095,31.0952381
419,"Not Underrepresented","Male","Not First-Gen",340,"Carnegie Mellon SP 2018",3.56,3.59,489.1851852,25.07407407
432,"Not Underrepresented","Male","Not First-Gen",263.5294118,"Carnegie Mellon SP 2018",3.21,3.05,533.1470588,42.29411765
453,"Not Underrepresented","Male","Not First-Gen",283.3333333,"Carnegie Mellon SP 2018",3.6,2.18,669.7333333,40.46666667
479,"Not Underrepresented","Male","Not First-Gen",408.3214286,"Carnegie Mellon SP 2018",2.86,3.78,411.4107143,22.67857143
506,"Not Underrepresented","Male","Not First-Gen",411.7241379,"Carnegie Mellon SP 2018",4,4,335.6896552,10.82758621
541,"Not Underrepresented","Male","Not First-Gen",393.2857143,"Carnegie Mellon SP 2018",4,4,401.8392857,36.46428571
551,"Not Underrepresented","Male","Not First-Gen",431.3448276,"Carnegie Mellon SP 2018",4,3.42,445.637931,35.79310345
563,"Not Underrepresented","Male","Not First-Gen",427.7857143,"Carnegie Mellon SP 2018",4,4,401.0714286,67.89285714
577,"Not Underrepresented","Male","Not First-Gen",393.72,"Carnegie Mellon SP 2018",3.78,3.81,393.32,52.8
581,"Not Underrepresented","Male","Not First-Gen",397.962963,"Carnegie Mellon SP 2018",3.56,4,411.037037,39.22222222
586,"Not Underrepresented","Male","Not First-Gen",427.1052632,"Carnegie Mellon SP 2018",3.8,4,457.3157895,28.52631579
609,"Not Underrepresented","Male","Not First-Gen",421.4736842,"Carnegie Mellon SP 2018",3.77,3.79,330.5526316,25.68421053
613,"Not Underrepresented","Male","Not First-Gen",388.4090909,"Carnegie Mellon SP 2018",4,4,398.9318182,44.18181818
631,"Not Underrepresented","Male","Not First-Gen",428.5,"Carnegie Mellon SP 2018",2.36,2.79,477.8571429,32.60714286
662,"Underrepresented","Male","Not First-Gen",457.3703704,"Carnegie Mellon SP 2018",1.7,2.47,535.4444444,30.92592593
665,"Not Underrepresented","Male","Not First-Gen",405.3846154,"Carnegie Mellon SP 2018",3.52,3.57,442.7307692,40.07692308
670,"Not Underrepresented","Male","Not First-Gen",413.1071429,"Carnegie Mellon SP 2018",3,3.53,407.5178571,44.32142857
1,"Not Underrepresented","Male","Not First-Gen",445.24,"University of Washington SP 2018",3.196295815,3.9,425.78,67.48
10,"Not Underrepresented","Male","Not First-Gen",361.8095238,"University of Washington SP 2018",3.9230765,4,289.9047619,49.28571429
12,"Not Underrepresented","Male","Not First-Gen",370.5,"University of Washington SP 2018",3.555172069,3.56923,390.2083333,26.125
13,"Not Underrepresented","Male","Not First-Gen",404.8,"University of Washington SP 2018",3.592856464,3.533333,406.08,103.08
28,"Not Underrepresented","Male","Not First-Gen",439.2142857,"University of Washington SP 2018",3.744827034,3.838461,326.6964286,48.60714286
38,"Not Underrepresented","Male","Not First-Gen",433.25,"University of Washington SP 2018",3.883333,3.9,417.525,72.05
39,"Not Underrepresented","Male","Not First-Gen",371.1071429,"University of Washington SP 2018",3.466666182,3.608333,493.0714286,25.78571429
45,"Not Underrepresented","Male","Not First-Gen",348.962963,"University of Washington SP 2018",3.96,3.766666,330.7962963,53.07407407
47,"Not Underrepresented","Male","Not First-Gen",337.3928571,"University of Washington SP 2018",3.8666665,3.566666,437.75,84.96428571
49,"Not Underrepresented","Male","Not First-Gen",400.25,"University of Washington SP 2018",3.396551241,3.563636,536.6875,68.5
54,"Not Underrepresented","Male","Not First-Gen",399.5238095,"University of Washington SP 2018",3.082757931,2.477777,573.5714286,76.38095238
57,"Not Underrepresented","Male","Not First-Gen",438.75,"University of Washington SP 2018",3.2,3.038461,370.5625,42.70833333
76,"Not Underrepresented","Male","Not First-Gen",434.3333333,"University of Washington SP 2018",3.686206552,3.335714,351.6296296,41.7037037
88,"Not Underrepresented","Male","Not First-Gen",436.3846154,"University of Washington SP 2018",3.54074037,3.233333,394.0769231,64.19230769
95,"Not Underrepresented","Male","Not First-Gen",496.8461538,"University of Washington SP 2018",3.9041665,3.9,300.0192308,19.07692308
97,"Underrepresented","Male","Not First-Gen",389.7407407,"University of Washington SP 2018",3.693102931,3.533333,355.7407407,25.62962963
99,"Not Underrepresented","Male","Not First-Gen",400.0384615,"University of Washington SP 2018",3.590624313,3.366666,385.3846154,47.5
120,"Not Underrepresented","Male","Not First-Gen",408,"University of Washington SP 2018",2.611110667,3.464285,400.5714286,26.71428571
138,"Not Underrepresented","Male","Not First-Gen",386.0769231,"University of Washington SP 2018",3.7730765,3.866666,540.0769231,22.38461538
140,"Not Underrepresented","Male","Not First-Gen",441.9285714,"University of Washington SP 2018",3.803333,3.944444,373.5357143,23.07142857
143,"Not Underrepresented","Male","Not First-Gen",449.2,"University of Washington SP 2018",3.986842105,3.916666,381,36.7
145,"Not Underrepresented","Male","Not First-Gen",423.6923077,"University of Washington SP 2018",3.239130435,3.633333,490.6730769,31.92307692
156,"Not Underrepresented","Male","Not First-Gen",346.7142857,"University of Washington SP 2018",3.609374969,3.441176,435.2678571,60.82142857
159,"Underrepresented","Male","Not First-Gen",287.8571429,"University of Washington SP 2018",3.421428286,2.91875,456.4285714,104.4285714
160,"Not Underrepresented","Male","Not First-Gen",455.6,"University of Washington SP 2018",3.709090818,3.442857,437.7333333,18.26666667
178,"Not Underrepresented","Male","Not First-Gen",329.4117647,"University of Washington SP 2018",3.269999433,2.894444,600.0294118,39.64705882
181,"Not Underrepresented","Male","Not First-Gen",368.6666667,"University of Washington SP 2018",2.8999996,3.266666,537.6666667,88.76190476
183,"Not Underrepresented","Male","Not First-Gen",353.6538462,"University of Washington SP 2018",3.880645161,4,476.2692308,52.61538462
184,"Not Underrepresented","Male","Not First-Gen",388.7857143,"University of Washington SP 2018",3.8799996,3.666666,367.3571429,46
194,"Not Underrepresented","Male","Not First-Gen",485.8571429,"University of Washington SP 2018",3.5299995,3.733333,425.1428571,19.85714286
197,"Underrepresented","Male","Not First-Gen",404,"University of Washington SP 2018",2.983333,2.933333,430.3666667,63.66666667
202,"Not Underrepresented","Male","Not First-Gen",393.5,"University of Washington SP 2018",3.886206586,3.866666,647.75,56.7
